gene	depth	guuid
APH(3'')-Ib	682	ERR4034097
APH(6)-Id	536	ERR4034097
DfrA14	559	ERR4034097
Sul2	671	ERR4034097
TEM-1	526	ERR4034097
GlpT	43	ERR4034098
GyrA	54	ERR4034098
MarR	41	ERR4034098
PmrB	60	ERR4034098
GlpT	47	ERR4034099
GyrA	52	ERR4034099
ParC	69	ERR4034099
ParE	63	ERR4034099
PmrB	70	ERR4034099
PtsI	54	ERR4034099
TEM-1	31	ERR4034099
UhpT	71	ERR4034099
GlpT	38	ERR4034100
ParE	44	ERR4034100
PmrB	51	ERR4034100
PtsI	46	ERR4034100
TEM-1	43	ERR4034100
UhpT	58	ERR4034100
1	38	ERR4034101
2'-phosphotransferase	43	ERR4034101
AadA5	46	ERR4034101
CyaA	67	ERR4034101
DfrA17	40	ERR4034101
GlpT	53	ERR4034101
Sul1	44	ERR4034101
TEM-1	36	ERR4034101
GlpT	49	ERR4034103
MarR	47	ERR4034103
AadA1	108	ERR4034104
AadA2	109	ERR4034104
CTX-M-14	79	ERR4034104
CmlA1	106	ERR4034104
DfrA12	82	ERR4034104
FloR	122	ERR4034104
GyrA	66	ERR4034104
NfsA	66	ERR4034104
QacL	97	ERR4034104
Sul2	114	ERR4034104
TEM-1	65	ERR4034104
Tet(A)	117	ERR4034104
Tet(M)	161	ERR4034104
CyaA	84	ERR4034105
GlpT	58	ERR4034105
ParE	81	ERR4034105
UhpT	78	ERR4034105
1	55	ERR4034106
APH(3'')-Ib	57	ERR4034106
APH(6)-Id	50	ERR4034106
AadA1	57	ERR4034106
DfrA1	54	ERR4034106
GlpT	46	ERR4034106
PmrB	60	ERR4034106
Sul1	55	ERR4034106
Sul2	60	ERR4034106
TEM-1	29	ERR4034106
Tet(A)	25	ERR4034106
AadA1	46	ERR4034107
AadA2	48	ERR4034107
CmlA1	49	ERR4034107
DfrA12	47	ERR4034107
GlpT	50	ERR4034107
MarR	47	ERR4034107
PmrB	74	ERR4034107
QacL	42	ERR4034107
Sul3	48	ERR4034107
TEM-1	52	ERR4034107
APH(3'')-Ib	62	ERR4034108
APH(6)-Id	47	ERR4034108
AadA1	80	ERR4034108
DfrA1	81	ERR4034108
GyrA	62	ERR4034108
ParC	74	ERR4034108
ParE	74	ERR4034108
Sat2	77	ERR4034108
Sul2	61	ERR4034108
TEM-1	73	ERR4034108
Tet(B)	58	ERR4034108
GlpT	49	ERR4034110
PmrB	62	ERR4034110
GlpT	61	ERR4034111
PmrB	72	ERR4034111
GlpT	50	ERR4034112
MarR	39	ERR4034112
PmrB	61	ERR4034112
1	29	ERR4034113
APH(3'')-Ib	28	ERR4034113
APH(6)-Id	22	ERR4034113
AadA5	29	ERR4034113
CyaA	59	ERR4034113
DfrA17	26	ERR4034113
GlpT	42	ERR4034113
GyrA	41	ERR4034113
Sul1	27	ERR4034113
Sul2	27	ERR4034113
TEM-1	23	ERR4034113
1	57	ERR4034114
AadA1	58	ERR4034114
GlpT	53	ERR4034114
PmrB	78	ERR4034114
SHV-1	59	ERR4034114
Sul1	60	ERR4034114
GlpT	39	ERR4034115
PmrB	61	ERR4034115
APH(3'')-Ib	580	ERR4034116
APH(6)-Id	458.5	ERR4034116
GlpT	41	ERR4034116
PmrB	61	ERR4034116
Sul2	517	ERR4034116
TEM-1	472	ERR4034116
UhpT	58	ERR4034116
GlpT	53	ERR4034117
PmrB	72	ERR4034117
GlpT	35	ERR4034118
PmrB	48	ERR4034118
TEM-1	73	ERR4034118
ampC	30	ERR4034118
GlpT	55	ERR4034119
GyrA	60	ERR4034119
ParC	79	ERR4034119
ParE	83	ERR4034119
PmrB	72	ERR4034119
PtsI	59	ERR4034119
UhpT	79	ERR4034119
beta-lactamase	40	ERR4034119
2'-phosphotransferase	69	ERR4034120
APH(3'')-Ib	40	ERR4034120
APH(6)-Id	33	ERR4034120
AadA5	67	ERR4034120
DfrA17	58	ERR4034120
GlpT	64	ERR4034120
Mef(C)	69	ERR4034120
Sul2	57	ERR4034120
TEM-1	38	ERR4034120
Tet(B)	44	ERR4034120
UhpT	82	ERR4034120
AadA1	58	ERR4034121
DfrA1	58	ERR4034121
GlpT	48	ERR4034121
PmrB	63	ERR4034121
Sat2	61	ERR4034121
GlpT	53	ERR4034122
1	40	ERR4034123
AadA5	44	ERR4034123
CTX-M-15	52	ERR4034123
CyaA	87	ERR4034123
DfrA17	47	ERR4034123
GlpT	51	ERR4034123
GyrA	57	ERR4034123
ParC	76	ERR4034123
ParE	74	ERR4034123
Sul1	45	ERR4034123
GlpT	43	ERR4034124
MarR	30	ERR4034124
PmrB	61	ERR4034124
Tet(A)	91	ERR4034124
1	57	ERR4034125
DfrA7	56	ERR4034125
GlpT	47	ERR4034125
O-acetyltransferase	54	ERR4034125
ParE	56	ERR4034125
PmrB	63	ERR4034125
PtsI	41	ERR4034125
Sul1	60	ERR4034125
TEM-1	55	ERR4034125
Tet(B)	51	ERR4034125
UhpT	62	ERR4034125
GlpT	60	ERR4034126
MarR	45	ERR4034126
GlpT	60	ERR4034127
MarR	47	ERR4034127
PmrB	81	ERR4034127
GlpT	47	ERR4034128
PmrB	64	ERR4034128
GlpT	53	ERR4034129
PmrB	70	ERR4034129
GlpT	53	ERR4034130
MarR	48	ERR4034130
PmrB	77	ERR4034130
GlpT	42	ERR4034131
MarR	41	ERR4034131
PmrB	57	ERR4034131
APH(3'')-Ib	36	ERR4034132
APH(6)-Id	33	ERR4034132
CyaA	71	ERR4034132
DfrA5	33	ERR4034132
GlpT	55	ERR4034132
Sul2	35	ERR4034132
TEM-1	33	ERR4034132
GlpT	61	ERR4034133
PmrB	71	ERR4034133
CyaA	72	ERR4034134
GlpT	46	ERR4034134
ParE	59	ERR4034134
UhpT	64	ERR4034134
DfrA5	28	ERR4034135
GlpT	51	ERR4034135
MarR	37	ERR4034135
PmrB	70	ERR4034135
Tet(A)	27	ERR4034135
APH(3'')-Ib	40	ERR4034136
APH(6)-Id	31	ERR4034136
GlpT	56	ERR4034136
MarR	48	ERR4034136
PmrB	72	ERR4034136
Sul2	37	ERR4034136
TEM-1	33	ERR4034136
CyaA	65	ERR4034137
GlpT	48	ERR4034137
ParC	61	ERR4034137
1	27	ERR4034138
AadA5	31	ERR4034138
CyaA	69	ERR4034138
GlpT	48	ERR4034138
GyrA	54	ERR4034138
Sul1	33	ERR4034138
Tet(B)	29	ERR4034138
GlpT	59	ERR4034139
ParE	79	ERR4034139
PmrB	76	ERR4034139
GlpT	44	ERR4034140
MarR	30	ERR4034140
PmrB	58	ERR4034140
GlpT	56	ERR4034141
PmrB	76	ERR4034141
GlpT	59.5	ERR4034142
MarR	56	ERR4034142
PmrB	74	ERR4034142
GlpT	48	ERR4034143
PmrB	63	ERR4034143
GlpT	56	ERR4034144
MarR	50	ERR4034144
PmrB	73	ERR4034144
APH(3'')-Ib	19	ERR4034145
APH(6)-Id	15	ERR4034145
DfrA5	20	ERR4034145
GlpT	57	ERR4034145
PmrB	78	ERR4034145
Sul2	17	ERR4034145
TEM-1	19	ERR4034145
GlpT	41	ERR4034146
PmrB	55	ERR4034146
1	756	ERR4034147
APH(3'')-Ib	799	ERR4034147
APH(6)-Id	621	ERR4034147
DfrA7	542	ERR4034147
GlpT	53	ERR4034147
GyrA	51	ERR4034147
PmrB	68	ERR4034147
Sul1	794	ERR4034147
Sul2	749	ERR4034147
TEM-1	585.5	ERR4034147
Tet(A)	64	ERR4034147
OXY-5-1	66	ERR4034148
OqxA	59	ERR4034148
OqxB	54	ERR4034148
UhpT	66	ERR4034148
APH(3'')-Ib	1029	ERR4034149
APH(6)-Id	846.5	ERR4034149
GlpT	47	ERR4034149
PmrB	61	ERR4034149
Sul2	990	ERR4034149
AadA1	72	ERR4034150
DfrA1	67	ERR4034150
GlpT	51	ERR4034150
PmrB	64	ERR4034150
Sat2	65	ERR4034150
TEM-1	60	ERR4034150
CyaA	73	ERR4034151
GlpT	60	ERR4034151
ParE	68	ERR4034151
UhpT	74	ERR4034151
CyaA	64	ERR4034152
GlpT	42	ERR4034152
ParE	66	ERR4034152
UhpT	65	ERR4034152
GlpT	53	ERR4034153
PmrB	75	ERR4034153
1	23	ERR4034154
APH(3'')-Ib	29	ERR4034154
APH(6)-Id	28	ERR4034154
AadA5	32	ERR4034154
CyaA	88	ERR4034154
DfrA17	33	ERR4034154
GlpT	58	ERR4034154
Sul1	34	ERR4034154
Sul2	36	ERR4034154
TEM-1	30	ERR4034154
APH(3'')-Ib	30	ERR4034155
APH(6)-Id	25	ERR4034155
DfrA17	35	ERR4034155
GlpT	49	ERR4034155
O-acetyltransferase	36	ERR4034155
ParE	63	ERR4034155
PmrB	69	ERR4034155
PtsI	53	ERR4034155
Sul2	31	ERR4034155
TEM-1	35	ERR4034155
Tet(B)	29	ERR4034155
UhpT	74	ERR4034155
1	33	ERR4034156
AadA1	34	ERR4034156
GlpT	45	ERR4034156
PmrB	74	ERR4034156
Sul1	28	ERR4034156
APH(3'')-Ib	29	ERR4034157
APH(6)-Id	23	ERR4034157
CyaA	62	ERR4034157
GlpT	50	ERR4034157
GyrA	52	ERR4034157
Sul2	32	ERR4034157
TEM-1	28	ERR4034157
GlpT	44	ERR4034158
MarR	39	ERR4034158
PmrB	64	ERR4034158
1	31	ERR4034159
APH(3'')-Ib	80	ERR4034159
APH(6)-Id	64	ERR4034159
AadA5	41	ERR4034159
CyaA	65	ERR4034159
DfrA17	31	ERR4034159
GlpT	46	ERR4034159
Sul1	33	ERR4034159
Sul2	81	ERR4034159
TEM-1	26	ERR4034159
Tet(A)	47	ERR4034159
GlpT	58	ERR4034160
PmrB	81	ERR4034160
1	24	ERR4034161
AAC(3)-VIa	29	ERR4034161
APH(3'')-Ib	368	ERR4034161
APH(6)-Id	319	ERR4034161
AadA1	28	ERR4034161
CyaA	56	ERR4034161
DfrA1	27	ERR4034161
GlpT	43	ERR4034161
GyrA	47	ERR4034161
Sul1	23	ERR4034161
Sul2	380	ERR4034161
beta-lactamase	552	ERR4034161
GlpT	51	ERR4034162
PmrB	66	ERR4034162
AAC(3)-IIe	5	ERR4034163
DfrA17	7	ERR4034163
2'-phosphotransferase	31	ERR4034164
APH(3'')-Ib	29	ERR4034164
APH(6)-Id	25	ERR4034164
CyaA	60	ERR4034164
DfrA14	31	ERR4034164
GlpT	47	ERR4034164
GyrA	46	ERR4034164
Sul2	33	ERR4034164
TEM-1	30	ERR4034164
Tet(B)	29	ERR4034164
APH(3'')-Ib	394	ERR4034165
APH(6)-Id	334	ERR4034165
DfrA14	300	ERR4034165
GlpT	63	ERR4034165
GyrA	69	ERR4034165
LAP-2	340	ERR4034165
PmrB	78	ERR4034165
QnrS1	308	ERR4034165
Sul2	372	ERR4034165
TEM-1	304	ERR4034165
1	65	ERR4034166
2'-phosphotransferase	68	ERR4034166
AAC(3)-IIe	84	ERR4034166
AAC(6')-Ib-cr5	62	ERR4034166
AadA5	77	ERR4034166
CTX-M-15	71	ERR4034166
CatB3	67	ERR4034166
DfrA17	64	ERR4034166
GlpT	40	ERR4034166
GyrA	46	ERR4034166
O-acetyltransferase	66	ERR4034166
OXA-1	63	ERR4034166
ParC	52	ERR4034166
ParE	55	ERR4034166
PmrB	65	ERR4034166
PtsI	48	ERR4034166
Sul1	74	ERR4034166
Tet(B)	63	ERR4034166
UhpT	66	ERR4034166
APH(3'')-Ib	44	ERR4034167
APH(6)-Id	42	ERR4034167
GlpT	46	ERR4034167
PmrB	58	ERR4034167
Sul2	52	ERR4034167
TEM-1	43	ERR4034167
APH(3'')-Ib	51	ERR4034168
APH(6)-Id	44	ERR4034168
GlpT	42	ERR4034168
MarR	37	ERR4034168
PmrB	62	ERR4034168
Sul2	65	ERR4034168
TEM-1	53	ERR4034168
GlpT	50	ERR4034169
MarR	48	ERR4034169
PmrB	79	ERR4034169
CyaA	56	ERR4034170
GlpT	44	ERR4034170
1	46	ERR4034171
2'-phosphotransferase	48	ERR4034171
AAC(3)-IId	47	ERR4034171
AadA5	51	ERR4034171
DfrA17	50	ERR4034171
GlpT	55	ERR4034171
PmrB	73	ERR4034171
Sul1	47	ERR4034171
TEM-1	38	ERR4034171
Tet(B)	41	ERR4034171
1	8	ERR4034172
2'-phosphotransferase	8	ERR4034172
AAC(6')-Ib-cr	6	ERR4034172
AadA5	8	ERR4034172
CTX-M-15	6	ERR4034172
CatB3	7	ERR4034172
DfrA17	4	ERR4034172
O-acetyltransferase	5	ERR4034172
OXA-1	6	ERR4034172
ParE	62	ERR4034172
Sul1	11	ERR4034172
Tet(B)	15	ERR4034172
1	34	ERR4034173
2'-phosphotransferase	36	ERR4034173
APH(3'')-Ib	34	ERR4034173
APH(6)-Id	26	ERR4034173
AadA5	34	ERR4034173
CyaA	70	ERR4034173
DfrA17	33	ERR4034173
GlpT	38	ERR4034173
O-acetyltransferase	27	ERR4034173
Sul1	34	ERR4034173
Sul2	31	ERR4034173
TEM-1	30	ERR4034173
Tet(B)	33	ERR4034173
GlpT	50	ERR4034174
MarR	40.5	ERR4034174
PmrB	73	ERR4034174
GlpT	57	ERR4034175
PmrB	78	ERR4034175
1	28	ERR4034176
AadA1	31	ERR4034176
FabI	36	ERR4034176
GlpT	39	ERR4034176
MarR	36	ERR4034176
PmrB	51	ERR4034176
SHV-1	33	ERR4034176
Sul1	35	ERR4034176
Tet(D)	26	ERR4034176
GlpT	53	ERR4034177
ParE	78	ERR4034177
PmrB	75	ERR4034177
UhpT	87	ERR4034177
GlpT	53	ERR4034178
MarR	51	ERR4034178
PmrB	69	ERR4034178
GlpT	43	ERR4034179
MarR	36	ERR4034179
PmrB	62	ERR4034179
GlpT	55	ERR4034180
MarR	46	ERR4034180
PmrB	56	ERR4034180
1	40	ERR4034181
2'-phosphotransferase	41	ERR4034181
AAC(6')-Ib-cr5	33	ERR4034181
ADP-ribosyltransferase	30	ERR4034181
APH(3'')-Ib	11	ERR4034181
APH(6)-Id	8	ERR4034181
AadA5	42	ERR4034181
CTX-M-15	5	ERR4034181
CatB3	30	ERR4034181
CyaA	64	ERR4034181
DfrA17	40	ERR4034181
DfrA8	6	ERR4034181
GyrA	55	ERR4034181
OXA-1	38	ERR4034181
ParC	63	ERR4034181
Sul1	37	ERR4034181
Sul2	10	ERR4034181
TEM-1	77	ERR4034181
Tet(B)	13	ERR4034181
APH(3'')-Ib	28	ERR4034182
APH(3')-Ia	23	ERR4034182
APH(6)-Id	22	ERR4034182
DfrA5	30	ERR4034182
GlpT	47	ERR4034182
PmrB	67	ERR4034182
Sul2	30	ERR4034182
TEM-1	22	ERR4034182
Tet(A)	28	ERR4034182
APH(3'')-Ib	39	ERR4034183
APH(6)-Id	26	ERR4034183
DfrA5	35	ERR4034183
GlpT	61	ERR4034183
PmrB	70	ERR4034183
Sul2	34	ERR4034183
TEM-1	33	ERR4034183
DfrA17	4	ERR4034184
GlpT	53	ERR4034184
MarR	36	ERR4034184
PmrB	67	ERR4034184
TEM-12	7	ERR4034184
APH(3'')-Ib	14	ERR4034185
APH(6)-Id	8	ERR4034185
GlpT	39	ERR4034185
MarR	32	ERR4034185
PmrB	65	ERR4034185
Sul2	12	ERR4034185
TEM-1	20	ERR4034185
1	31	ERR4034186
2'-phosphotransferase	30	ERR4034186
APH(3'')-Ib	28	ERR4034186
APH(6)-Id	23	ERR4034186
AadA1	26	ERR4034186
CyaA	84	ERR4034186
DfrA1	32	ERR4034186
GlpT	54	ERR4034186
Sul1	31	ERR4034186
Sul2	28	ERR4034186
Tet(A)	32	ERR4034186
APH(3'')-Ib	63	ERR4034187
APH(6)-Id	46	ERR4034187
CTX-M-15	6	ERR4034187
DfrA8	69	ERR4034187
Sul2	63	ERR4034187
TEM-1	64	ERR4034187
Tet(B)	64	ERR4034187
GlpT	41	ERR4034188
PmrB	60	ERR4034188
GlpT	55	ERR4034189
PmrB	74	ERR4034189
1	16	ERR4034190
2'-phosphotransferase	11	ERR4034190
AadA5	9	ERR4034190
CTX-M-15	8	ERR4034190
DfrA17	11	ERR4034190
GlpT	45	ERR4034190
MarR	39	ERR4034190
PmrB	68	ERR4034190
Sul1	12	ERR4034190
TEM-1	25	ERR4034190
Tet(B)	5	ERR4034190
GlpT	49	ERR4034191
MarR	45	ERR4034191
PmrB	66	ERR4034191
TEM-12	17	ERR4034191
GlpT	47	ERR4034192
PmrB	64	ERR4034192
Tet(B)	60	ERR4034192
GlpT	47	ERR4034193
PmrB	64	ERR4034193
GlpT	56	ERR4034194
CyaA	62	ERR4034195
GlpT	43	ERR4034195
ParC	53	ERR4034195
GlpT	60	ERR4034196
GyrA	59	ERR4034196
PmrB	77	ERR4034196
APH(3'')-Ib	11	ERR4034197
APH(6)-Id	9	ERR4034197
GlpT	51	ERR4034197
MarR	44	ERR4034197
PmrB	71	ERR4034197
Sul2	8	ERR4034197
TEM-1	38	ERR4034197
Tet(A)	6	ERR4034197
GlpT	43	ERR4034198
MarR	33	ERR4034198
PmrB	56	ERR4034198
1	76	ERR4034199
APH(3'')-Ib	67	ERR4034199
APH(6)-Id	63	ERR4034199
DfrA7	65	ERR4034199
GlpT	49	ERR4034199
O-acetyltransferase	61	ERR4034199
PmrB	78	ERR4034199
Sul1	86	ERR4034199
Sul2	89	ERR4034199
TEM-1	65	ERR4034199
Tet(A)	74	ERR4034199
1	10	ERR4034200
2'-phosphotransferase	7	ERR4034200
APH(3'')-Ib	43	ERR4034200
APH(6)-Id	31	ERR4034200
AadA1	45	ERR4034200
AadA5	6	ERR4034200
CTX-M-15	9	ERR4034200
DfrA1	49	ERR4034200
DfrA17	9	ERR4034200
GlpT	58	ERR4034200
MarR	49	ERR4034200
Sat2	40	ERR4034200
Sul1	11	ERR4034200
Sul2	40	ERR4034200
TEM-1	104	ERR4034200
1	70	ERR4034201
2'-phosphotransferase	66	ERR4034201
AAC(3)-IId	69	ERR4034201
AadA2	64	ERR4034201
DfrA12	51	ERR4034201
GlpT	55	ERR4034201
GyrA	53	ERR4034201
O-acetyltransferase	63	ERR4034201
ParE	71	ERR4034201
PmrB	76	ERR4034201
PtsI	49	ERR4034201
Sul1	62	ERR4034201
TEM-1	64	ERR4034201
UhpT	66	ERR4034201
GlpT	51	ERR4034202
GyrA	61	ERR4034202
ParC	74	ERR4034202
ParE	73	ERR4034202
PmrB	80	ERR4034202
PtsI	63	ERR4034202
UhpT	89	ERR4034202
beta-lactamase	34	ERR4034202
1	199	ERR4034203
2'-phosphotransferase	193	ERR4034203
AAC(6')-Ib-cr5	44	ERR4034203
AadA5	205	ERR4034203
CTX-M-15	185	ERR4034203
CatB3	42	ERR4034203
DfrA17	182	ERR4034203
GlpT	54	ERR4034203
OXA-1	46	ERR4034203
ParE	61	ERR4034203
PmrB	62	ERR4034203
Sul1	198	ERR4034203
TEM-1	39	ERR4034203
Tet(A)	47	ERR4034203
UhpT	66	ERR4034203
GlpT	50	ERR4034204
PmrB	68	ERR4034204
GlpT	51	ERR4034205
MarR	37	ERR4034205
PmrB	69	ERR4034205
TEM-1	502	ERR4034206
GlpT	41	ERR4034207
MarR	33	ERR4034207
PmrB	61	ERR4034207
GlpT	53	ERR4034208
MarR	52	ERR4034208
PmrB	74	ERR4034208
UhpT	80	ERR4034208
1	9	ERR4034209
2'-phosphotransferase	11	ERR4034209
AadA5	12	ERR4034209
CTX-M-15	10	ERR4034209
DfrA17	12	ERR4034209
GlpT	63	ERR4034209
GyrA	59	ERR4034209
ParC	68	ERR4034209
ParE	69	ERR4034209
PmrB	73	ERR4034209
PtsI	61	ERR4034209
Sul1	8	ERR4034209
TEM-1	48	ERR4034209
UhpT	77	ERR4034209
1	35	ERR4034210
APH(3'')-Ib	32	ERR4034210
APH(6)-Id	29	ERR4034210
AadA1	34	ERR4034210
DfrA1	30	ERR4034210
GlpT	42	ERR4034210
GyrA	50	ERR4034210
NfsA	38	ERR4034210
ParC	59	ERR4034210
Sul1	35	ERR4034210
Sul2	34	ERR4034210
TEM-1	39	ERR4034210
Tet(A)	37	ERR4034210
APH(3'')-Ib	67	ERR4034212
APH(6)-Id	49	ERR4034212
GlpT	55	ERR4034212
MarR	44	ERR4034212
PmrB	75	ERR4034212
Sul2	68	ERR4034212
TEM-1	88	ERR4034212
1	69	ERR4034213
APH(3'')-Ib	63	ERR4034213
APH(6)-Id	55	ERR4034213
DfrA7	69	ERR4034213
GlpT	47	ERR4034213
MarR	45	ERR4034213
O-acetyltransferase	57	ERR4034213
PmrB	64	ERR4034213
Sul1	71	ERR4034213
Sul2	68	ERR4034213
TEM-1	69	ERR4034213
GlpT	52	ERR4034214
MarR	50	ERR4034214
PmrB	67	ERR4034214
APH(3'')-Ib	19	ERR4034215
APH(6)-Id	19	ERR4034215
CTX-M-15	30	ERR4034215
GlpT	54	ERR4034215
ParC	69	ERR4034215
ParE	64	ERR4034215
PmrB	68	ERR4034215
Sul2	28	ERR4034215
TEM-1	99	ERR4034215
Tet(A)	6	ERR4034215
UhpT	63	ERR4034215
GlpT	44	ERR4034216
PmrB	58	ERR4034216
GlpT	48	ERR4034217
PmrB	62	ERR4034217
AAC(3)-IId	100	ERR4034218
CTX-M-3	106	ERR4034218
TEM-1	95	ERR4034218
GlpT	46	ERR4034219
PmrB	64	ERR4034219
CyaA	76	ERR4034220
GlpT	47	ERR4034220
2'-phosphotransferase	6	ERR4034221
APH(3'')-Ib	8	ERR4034221
AadA1	5	ERR4034221
CTX-M-15	6	ERR4034221
GlpT	58	ERR4034221
MarR	46	ERR4034221
PmrB	80	ERR4034221
Sul2	9	ERR4034221
TEM-1	88	ERR4034221
1	56	ERR4034222
2'-phosphotransferase	62	ERR4034222
APH(3'')-Ib	43	ERR4034222
APH(6)-Id	44	ERR4034222
AadA2	69	ERR4034222
CyaA	55	ERR4034222
DfrA12	53	ERR4034222
GlpT	40	ERR4034222
Sul1	57	ERR4034222
Sul2	46	ERR4034222
Tet(B)	51	ERR4034222
UhpT	63	ERR4034222
GlpT	49	ERR4034223
MarR	42	ERR4034223
Tet(B)	77	ERR4034224
GlpT	52	ERR4034225
PmrB	69	ERR4034225
CTX-M-27	52	ERR4034226
GlpT	60	ERR4034226
GyrA	59	ERR4034226
ParC	71	ERR4034226
ParE	67	ERR4034226
PmrB	79	ERR4034226
PtsI	63	ERR4034226
UhpT	84	ERR4034226
1	35	ERR4034227
2'-phosphotransferase	34	ERR4034227
AadA5	27	ERR4034227
CTX-M-15	53	ERR4034227
DfrA17	28	ERR4034227
GlpT	52	ERR4034227
GyrA	51	ERR4034227
ParC	65	ERR4034227
ParE	66	ERR4034227
PmrB	77	ERR4034227
PtsI	55	ERR4034227
Sul1	30	ERR4034227
Tet(A)	25	ERR4034227
UhpT	70	ERR4034227
APH(3'')-Ib	661	ERR4034228
APH(6)-Id	571	ERR4034228
DfrA1	435	ERR4034228
GlpT	43	ERR4034228
PmrB	60	ERR4034228
Sul2	601	ERR4034228
APH(3'')-Ib	46	ERR4034229
APH(6)-Id	40	ERR4034229
GyrA	53	ERR4034229
MarR	43	ERR4034229
ParC	68	ERR4034229
ParE	63	ERR4034229
PmrB	62	ERR4034229
Sul2	45	ERR4034229
TEM-1	34	ERR4034229
UhpT	63	ERR4034229
APH(3'')-Ib	57	ERR4034230
APH(6)-Id	49	ERR4034230
CatII	50	ERR4034230
DfrA14	49	ERR4034230
GlpT	45	ERR4034230
MarR	43	ERR4034230
PmrB	58	ERR4034230
QnrS1	50	ERR4034230
Sul2	57	ERR4034230
TEM-1	45	ERR4034230
Tet(D)	55	ERR4034230
UhpT	67	ERR4034230
1	53	ERR4034231
AadA1	47	ERR4034231
GlpT	43	ERR4034231
GyrA	43	ERR4034231
O-acetyltransferase	52	ERR4034231
PmrB	51	ERR4034231
Sul1	52	ERR4034231
beta-lactamase	49	ERR4034231
GlpT	55	ERR4034232
MarR	41	ERR4034232
GlpT	70	ERR4034233
PmrB	88	ERR4034233
CTX-M-15	36	ERR4034234
DfrA17	30	ERR4034234
GlpT	42	ERR4034234
GyrA	45	ERR4034234
O-acetyltransferase	23	ERR4034234
OqxA	34	ERR4034234
OqxB	31	ERR4034234
ParC	57	ERR4034234
ParE	52	ERR4034234
PmrB	64	ERR4034234
TEM-1	24	ERR4034234
Tet(B)	29	ERR4034234
protein	25	ERR4034234
GlpT	49	ERR4034235
MarR	48	ERR4034235
TEM-1	51	ERR4034235
Tet(B)	49	ERR4034235
GlpT	54	ERR4034236
PmrB	75	ERR4034236
GlpT	52	ERR4034237
MarR	35	ERR4034237
PmrB	55	ERR4034237
APH(3'')-Ib	698	ERR4034238
APH(6)-Id	574	ERR4034238
GlpT	45	ERR4034238
PmrB	65	ERR4034238
Sul2	683	ERR4034238
UhpT	70	ERR4034238
AAC(3)-IIe	73	ERR4034239
AAC(6')-Ib-cr5	64	ERR4034239
APH(3'')-Ib	59	ERR4034239
APH(6)-Id	58	ERR4034239
AadA1	74	ERR4034239
CTX-M-15	72	ERR4034239
CatB3	60	ERR4034239
CyaA	75	ERR4034239
DfrA1	68	ERR4034239
GlpT	51	ERR4034239
GyrA	55	ERR4034239
OXA-1	70	ERR4034239
ParC	70	ERR4034239
Sat2	67	ERR4034239
Sul2	75	ERR4034239
GlpT	43	ERR4034240
MarR	37	ERR4034240
PmrB	53	ERR4034240
APH(3'')-Ib	15	ERR4034241
APH(6)-Id	12	ERR4034241
GlpT	48	ERR4034241
PmrB	78	ERR4034241
Sul2	17	ERR4034241
1	27	ERR4034242
2'-phosphotransferase	22	ERR4034242
AAC(3)-IIe	26	ERR4034242
AAC(6')-Ib-cr5	27	ERR4034242
AadA5	21	ERR4034242
CTX-M-15	18	ERR4034242
CatB3	22	ERR4034242
DfrA17	28	ERR4034242
GlpT	53	ERR4034242
GyrA	55	ERR4034242
OXA-1	22	ERR4034242
ParC	66	ERR4034242
ParE	69	ERR4034242
PmrB	64	ERR4034242
PtsI	58	ERR4034242
Sul1	30	ERR4034242
TEM-1	58	ERR4034242
Tet(A)	20	ERR4034242
UhpT	66	ERR4034242
1	28	ERR4034243
2'-phosphotransferase	32	ERR4034243
APH(3'')-Ib	29	ERR4034243
APH(6)-Id	21	ERR4034243
AadA5	28	ERR4034243
CyaA	44	ERR4034243
DfrA17	24	ERR4034243
GlpT	43	ERR4034243
Sul1	25	ERR4034243
Sul2	32	ERR4034243
TEM-1	26	ERR4034243
Tet(B)	21	ERR4034243
APH(3'')-Ib	54	ERR4034244
APH(6)-Id	39	ERR4034244
GlpT	44	ERR4034244
MarR	43	ERR4034244
PmrB	68	ERR4034244
Sul2	50	ERR4034244
TEM-1	51	ERR4034244
GlpT	61	ERR4034245
MarR	48	ERR4034245
PmrB	72	ERR4034245
GlpT	44	ERR4034246
MarR	34	ERR4034246
PmrB	63	ERR4034246
GlpT	43	ERR4034247
MarR	40	ERR4034247
PmrB	74	ERR4034247
APH(3'')-Ib	39	ERR4034248
APH(6)-Id	26	ERR4034248
CyaA	82	ERR4034248
GlpT	54	ERR4034248
GyrA	66	ERR4034248
Sul2	50	ERR4034248
TEM-1	45	ERR4034248
GlpT	40	ERR4034249
PmrB	55	ERR4034249
APH(3'')-Ib	42	ERR4034250
APH(6)-Id	35	ERR4034250
CyaA	78	ERR4034250
GlpT	47	ERR4034250
Sul2	47	ERR4034250
TEM-1	37	ERR4034250
GlpT	49	ERR4034251
MarR	45	ERR4034251
PmrB	75	ERR4034251
GlpT	42	ERR4034252
PmrB	48	ERR4034252
UhpT	56	ERR4034252
GlpT	50	ERR4034253
MarR	40	ERR4034253
PmrB	60	ERR4034253
GlpT	54	ERR4034254
PmrB	62	ERR4034254
APH(3'')-Ib	37	ERR4034255
APH(6)-Id	37	ERR4034255
GlpT	37	ERR4034255
PmrB	51	ERR4034255
TEM-1	45	ERR4034255
Tet(B)	39	ERR4034255
GlpT	51	ERR4034256
